alcoholPercentage,assortmentText,grapes,packagingLevel1,sugarContentGramPer100ml,supplierName,tasteClockBody,tasteClockOakFlavor,tasteClockAcidity,tasteClockTannins,tasteClockSweetness,tasteClocks,tasteSymbols,vintage,volumeText,productNumber_Artnr,productNumberShort_Varunr,Name,Producer_Name,Product_Group_Details,Headline,Actual_Price,Country,Region,origin,productId_ArtId,Units_sold
12.5,available on order,[],Glass bottle,0.0,Gardshol Wines AB,0.0,0.0,0.0,0.0,0.0,[],[],2018.0,750 ml,5758501,57585,Botanica The Mary Delany Semillon,Botanica Wines,White Wine,White Wines,245.0,South Africa,Western Cape,Elgin,27614593,5.0
,,,,,,,,,,,,,,,5936201,59362,Bodegas Briego Tiempo Crianza,Bodegas Briego,Red Wine,Red Wines,245.0,Spain,Kastilien-León,Ribera del Duero,31586271,30.0
14.0,available on order,[],Glass bottle,0.0,Handpicked Wines Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2020.0,750 ml,7023101,70231,Ad Astra Nittardi,Fattoria Nittardi,Red Wine,Red Wines,245.0,Italian,Tuscany,Maremma Toscana,580175,222.0
13.5,available on order,"['Merlot', 'Cabernet sauvignon', 'Petit verdot']",Glass bottle,0.0,Intermondi AB,0.0,0.0,0.0,0.0,0.0,[],[],2016.0,750 ml,5560701,55607,Château Tour Saint-Bonnet,Château Tour Saint-Bonnet,Red Wine,Red Wines,245.0,France,Bordeaux,Médoc,24689035,30.0
,,,,,,,,,,,,,,,5245901,52459,Bodegas Valdesil Sobre Lías Godello,Bodegas Valdesil S.L.,White Wine,White Wines,245.0,Spain,Galicien,Valdeorras,24609692,2.0
,,,,,,,,,,,,,,,5084001,50840,Alfiero Boffa Muntrivé,Alfiero Boffa,Red Wine,Red Wines,245.0,Italian,Piedmont,Barbera d'Asti,29676473,591.0
,,,,,,,,,,,,,,,5058101,50581,Montegray Syrah,Noble Savage Investments (Pty) Ltd t/a Bartinney Private Cellars,Red Wine,Red Wines,245.0,South Africa,Western Cape,Stellenbosch,24568260,1.0
,,,,,,,,,,,,,,,5417301,54173,Tibaldi Roero Arneis Riserva Bricco delle Passere,Tibaldi,White Wine,White Wines,245.0,Italian,Piedmont,Roero,35917279,5.0
,,,,,,,,,,,,,,,5303701,53037,La Palèrna Cospaia 1441,La Palèrna,Red Wine,Red Wines,245.0,Italian,Umbrien,Umbrien,24627287,15.0
12.5,temporary stock,['Riesling'],Glass bottle,0.0,The WineAgency Sweden AB,5.0,1.0,10.0,0.0,1.0,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Aperitif', 'Fisk', 'Grönsaker', 'Skaldjur']",2021.0,750 ml,9292301,92923,Bassermann-Jordan Deidesheimer Leinhöhle Riesling Trocken,Geheimer Rat Dr. von Bassermann-Jordan,White Wine,"White Wines, Fresh & Fruity",245.0,Germany,Palatinate,Palatinate,34086488,1563.0
13.0,temporary stock,"['Marsanne', 'Roussanne']",Glass bottle,0.0,Wine Affair Scandinavia AB,6.0,4.0,9.0,0.0,1.0,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Fisk', 'Fågel', 'Grönsaker']",2021.0,750 ml,9617401,96174,Crozes-Hermitage Blanc E. Guigal,E Guigal,White Wine,"White Wines, Full-bodied & Flavorful",245.0,France,Rhonedalen,Crozes-Hermitage,24389706,4161.0
,,,,,,,,,,,,,,,7402801,74028,Magnolia Hill Zinfandel,Napa Wine Arts,Red Wine,Red Wines,246.0,USA,California,Napa Valley,5345344,62.0
,,,,,,,,,,,,,,,7330701,73307,Selva Capuzza Madér,Selva Capuzza,Red Wine,Red Wines,246.0,Italian,Venetien,Garda,17436721,30.0
,,,,,,,,,,,,,,,7838501,78385,Pfaffl Riesling Sonne,R & A Pfaffl,White Wine,White Wines,246.0,"Austria, Austria",Lower Austria,Weinviertel,17792363,8.0
14.0,temporary stock,"['Merlot', 'Cabernet franc', 'Cabernet sauvignon', 'Petit verdot', 'Malbec']",Glass bottle,0.0,Handpicked Wines Sweden AB,9.0,8.0,9.0,9.0,0.0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt', 'Vilt']",2017.0,750 ml,9008801,90088,Avondale La Luna,Avondale,Red Wine,"Red Wines, Spicy & Robust",246.0,South Africa,Western Cape,Paarl,23360600,4893.0
13.0,temporary stock,['Furmint'],Glass bottle,0.0,Handpicked Wines Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,9110101,91101,Balassa Nyulászó Furmint,Balassa Bor,White Wine,White Wines,246.0,Hungary,Tokaj,Tokaj,30919958,214.0
,,,,,,,,,,,,,,,7655101,76551,Tetramythos Mavro Kalavrytino Nature,Tetramythos,Red Wine,Red Wines,246.0,Greece,Greece,Greece,40823075,9.0
13.0,temporary stock,"['Rossese', 'Vermentino', 'Albarola', 'Bosco']",Glass bottle,0.0,Vintedge AB,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,9527301,95273,Cinque terre Terenzuola Di Ivan Giuliani,TERENZUOLA DI IVAN GIULIANI,White Wine,White Wines,246.0,Italian,Ligurien,Liguria di Levante,28183032,861.0
,,,,,,,,,,,,,,,5982601,59826,Malvirà Roero,Malvirà,Red Wine,Red Wines,246.0,Italian,Piedmont,Roero,32193514,95.0
,,,,,,,,,,,,,,,8633901,86339,PAU Priorat Hidalgo Alber,Hidalgo Albert S.L,Red Wine,Red Wines,246.0,Spain,Katalonien,Priorat,24550716,8.0
13.0,available on order,[],Glass bottle,0.0,Gugensson AB,0.0,0.0,0.0,0.0,0.0,[],[],,750 ml,5511401,55114,Daisi Saperavi,Bolero & Company,Red Wine,Red Wines,246.0,Georgia,Georgia,Georgia,24676676,8.0
13.0,available on order,['Syrah'],Glass bottle,0.0,Sophronie Wines AB,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,5320301,53203,Domaine Vendome Les Coulaires Crozes-Hermitage,Domaine Vendome,Red Wine,Red Wines,246.0,France,Rhonedalen,Crozes-Hermitage,29945358,31.0
,,,,,,,,,,,,,,,9281901,92819,Verduno Pelaverga Speziale Fratelli Alessandria,Fratelli Alessandria,Red Wine,Red Wines,246.0,Italian,Piedmont,Verduno,28063956,73.0
,,,,,,,,,,,,,,,9207701,92077,Nizza Frasca la Guaragna,Frasca,Red Wine,"Red Wines, Spicy & Robust",246.0,Italian,Piedmont,Barbera d'Asti Nizza,29326262,2391.0
13.5,available on order,"['Merlot', 'Cabernet sauvignon']",Glass bottle,0.0,Samplex AB,0.0,0.0,0.0,0.0,0.0,[],[],2015.0,750 ml,5137601,51376,Château Maurac,Château Maurac,Red Wine,Red Wines,246.0,France,Bordeaux,Haut-Médoc,24587711,33.0
,,,,,,,,,,,,,,,7533801,75338,Habla la Tierra Tempranillo Syrah Cabernet Sauvignon,Bodegas Habla,Red Wine,Red Wines,246.0,Spain,Spain,Spain,22795091,47.0
,,,,,,,,,,,,,,,5491201,54912,Son Antem Camins de Mallorca Callet,Bodega Son Antem,Red Wine,Red Wines,247.0,Spain,Balearic Islands,Mallorca,37516715,311.0
,,,,,,,,,,,,,,,8225701,82257,Prima Donna Tannat,Antigua Bodega Stagnari,Red Wine,Red Wines,247.0,Uruguay,Cannelloni,Cannelloni,24545053,3.0
12.5,available on order,['Chardonnay'],Glass bottle,0.0,Carovin AB,0.0,0.0,0.0,0.0,0.0,[],[],2020.0,750 ml,7146701,71467,Chablis Domaine Alain Geoffroy,Domaine Alain Geoffroy,White Wine,White Wines,247.0,France,Burgundy,Chablis,12892420,53.0
12.5,available on order,[],Glass bottle,0.0,Johan Lidby Vinhandel AB,0.0,0.0,0.0,0.0,0.0,[],[],2022.0,750 ml,5707601,57076,Camins de Mallorca,Bodega Son Antem,Red Wine,Red Wines,247.0,Spain,Balearic Islands,Mallorca,26292646,283.0
,,,,,,,,,,,,,,,5199101,51991,Asolo Prosecco Superiore Extra Dry,Tenuta Amadio Azienda Agricola Rech Simone,Sparkling Wine,"Sparkling Wines, Dry",247.0,Italian,Venetien,Prosecco,24598682,3.0
13.5,available on order,['Vermentino'],Glass bottle,0.0,Vingourmet Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2020.0,750 ml,5607701,56077,Cuvée Felice Blanc,Orenga de Gaffory,White Wine,White Wines,247.0,France,Corsica,Patrimonio,24698261,1.0
,,,,,,,,,,,,,,,5195501,51955,Asolo Prosecco Superiore Brut,Tenuta Amadio Azienda Agricola Rech Simone,Sparkling Wine,"Sparkling Wines, Dry",247.0,Italian,Venetien,Prosecco,24598684,13.0
,,,,,,,,,,,,,,,5056101,50561,John Malkovich LQLC Cabernet Sauvignon,Scea Les Quelles,Red Wine,Red Wines,247.0,France,Rhonedalen,IGP du Vaucluse,24568182,42.0
,,,,,,,,,,,,,,,5454601,54546,Vino Rosso Cascina Tavijn di Nadia Verrua,Azienda Agricola Cascina Tavijn di Nadia Verrua,Red Wine,Red Wines,247.0,Italian,Italian,Italian,24663783,5.0
14.0,available on order,['Barbera'],Glass bottle,0.0,Preuss International AB,0.0,0.0,0.0,0.0,0.0,[],[],2017.0,750 ml,7685301,76853,Barbera d'Asti Superiore,Moretti Adimari Wines,Red Wine,Red Wines,247.0,Italian,Piedmont,Barbera d'Asti,24423323,12.0
14.0,available on order,"['Sangiovese', 'Colorino']",Glass bottle,0.0,Jakobsson och Söderström AB,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,7335601,73356,Bibbiano Chianti Classico,Tenuta di Bibbiano,Red Wine,Red Wines,247.0,Italian,Tuscany,Chianti Classico,5305614,147.0
,,,,,,,,,,,,,,,5820201,58202,Puig Ambeille Domaine La Tour Vielle,Domaine La Tour Vielle,Red Wine,Red Wines,247.0,France,Languedoc-Roussillon,Collioure,28502858,48.0
,,,,,,,,,,,,,,,7502301,75023,Montepirolo,San Patrignano,Red Wine,Red Wines,247.0,Italian,Emilia-Romagna,Colli di Rimini,353164,10.0
,,,,,,,,,,,,,,,7513901,75139,La Vero Soave,"Corte Canella di Venturini Francesco, Veronica e Castagnedi Adriana Maria",White Wine,White Wines,247.0,Italian,Venetien,Soave,14019903,1.0
,,,,,,,,,,,,,,,7256601,72566,Quinta Do Tedo Reserva,Quinta do Tedo,Red Wine,Red Wines,247.0,Portugal,Douro,Douro,962567,18.0
,,,,,,,,,,,,,,,3769001,37690,Jöns Hällåkra Vingård,Hällåkra Vingård,White Wine,"White Wines, Fresh & Fruity",247.0,Sweden,Skåne county,Trelleborgs kommun,24702692,122.0
,,,,,,,,,,,,,,,9032801,90328,Wassmann Cabernet Franc,WASSMANN PINCE BT,Red Wine,"Red Wines, Fruity & Flavorful",247.0,Hungary,Pannon,Villány,25890255,1131.0
11.5,available on order,['Cinsault'],Glass bottle,0.0,Cavenat AB,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,5253501,52535,Es D'Aqui Cinsauriel,Es D'Aqui,Red Wine,Red Wines,247.0,France,France,France,39653733,22.0
,,,,,,,,,,,,,,,9002301,90023,Karasì Areni Noir,Zorah,Red Wine,"Red Wines, Fruity & Flavorful",247.0,Armenien,Armenien,Armenien,24455274,-1.0
,,,,,,,,,,,,,,,7300701,73007,Le Tende Pinot Grigio Lucillini,Agricola Le Tende,White Wine,White Wines,247.0,Italian,Venetien,Venetien,24499594,20.0
,,,,,,,,,,,,,,,7553001,75530,Palabres Pineau d´Aunis,Haget Emmanuel,Red Wine,Red Wines,247.0,France,France,France,24451904,30.0
,,,,,,,,,,,,,,,5495601,54956,Origen de Resalte,Bodegas Resalte de Peñafiel,Red Wine,Red Wines,247.0,Spain,Kastilien-León,Ribera del Duero,24673279,46.0
,,,,,,,,,,,,,,,9019501,90195,Birichino Pétulant Naturel Sparkling Grenache,Birichino,Sparkling Wine,"Sparkling Wines, Rosé",247.0,USA,California,Santa Clara Valley,27704944,111.0
15.0,available on order,[],Glass bottle,0.0,Vingourmet Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2020.0,750 ml,5948301,59483,Domaine de Font-Sane Tradition Rouge,Domaine de Font-Sane,Red Wine,Red Wines,247.0,France,Rhonedalen,Gigondas,31681125,15.0
,,,,,,,,,,,,,,,5776601,57766,Son Antem Camins de Mallorca Cabernet,Bodega Son Antem,Red Wine,Red Wines,247.0,Spain,Spain,Spain,37500672,3.0
,,,,,,,,,,,,,,,5946101,59461,La Torre,Poderi Fiorini Soc. Agric. S.s.,Red Wine,Red Wines,247.0,Italian,Emilia-Romagna,Emilia,31680888,86.0
,,,,,,,,,,,,,,,7122301,71223,Barbera d´Asti Superiore,Canonica Cav. Cesare,Red Wine,Red Wines,247.0,Italian,Piedmont,Barbera d'Asti,1079551,10.0
,,,,,,,,,,,,,,,9044101,90441,Greywacke Chardonnay,Greywacke Vineyards,White Wine,"White Wines, Full-bodied & Flavorful",247.0,New Zealand,Marlborough,Marlborough,24687580,12.0
,,,,,,,,,,,,,,,5198501,51985,"Asolo Prosecco Superiore Extra Brut ""Era Grande""",Tenuta Amadio Azienda Agricola Rech Simone,Sparkling Wine,"Sparkling Wines, Dry",247.0,Italian,Venetien,Prosecco,24598683,4.0
,,,,,,,,,,,,,,,7880401,78804,Meyer-Näkel Spätburgunder,Weinhaus Meyer Näkel,Red Wine,Red Wines,247.0,Germany,Ahr,Ahr,24472946,191.0
,,,,,,,,,,,,,,,5510301,55103,Maria Casanovas Gran Reserva Brut Nature,Maria Casanovas,Sparkling Wine,"Sparkling Wines, Dry",247.0,Spain,Cava,Cava,24676322,11.0
,,,,,,,,,,,,,,,9456701,94567,Finca Valdelroble Callejo,Bodegas Felix Callejo,Red Wine,"Red Wines, Fruity & Flavorful",247.0,Spain,Kastilien-León,Ribera del Duero,24675609,108.0
,,,,,,,,,,,,,,,5567201,55672,Weingut Am Stein Würzburger Stein Silvaner,Weingut am Stein,White Wine,White Wines,247.0,Germany,Franks,Franks,24691044,21.0
,,,,,,,,,,,,,,,9310901,93109,Karasì Areni Noir,Zorah,Red Wine,"Red Wines, Fruity & Flavorful",247.0,Armenien,Armenien,Armenien,24440256,1.0
,,,,,,,,,,,,,,,3949901,39499,Klinten Stora Horn,Stora Horns Vin,White Wine,"White Wines, Fresh & Fruity",247.0,Sweden,Blekinge County,Karlskrona kommun,34525528,301.0
,,,,,,,,,,,,,,,7826201,78262,La Valentina Trebbiano d´Abruzzo Superiore,Fattoria la Valentina,White Wine,White Wines,247.0,Italian,Abruzzerna,Trebbiano d'Abruzzo,1093601,11.0
,,,,,,,,,,,,,,,7465201,74652,Syrah Galil Mountain Label,Galil Mountain Winery,Red Wine,Red Wines,247.0,Israel,Galilee,Övre Galileen,24354701,29.0
,,,,,,,,,,,,,,,9364201,93642,Peter Lauer Kupp Kabinett No 8,Weingut Peter Lauer,White Wine,"White Wines, Fresh & Fruity",247.0,Germany,Germany,Germany,26262606,1273.0
,,,,,,,,,,,,,,,7717001,77170,Lindenlaub Crémant d'Alsace Brut,Lindenlaub,Sparkling Wine,"Sparkling Wines, Dry",247.0,France,Alsace,Crémant d'Alsace,24384698,71.0
,,,,,,,,,,,,,,,5070901,50709,Arteliquida Malvasia Nera,Montechiaro,Red Wine,Red Wines,247.0,Italian,Tuscany,Tuscany,24571888,12.0
,,,,,,,,,,,,,,,5834001,58340,Illusion Blanc de Noir,Weinhaus Meyer Näkel,White Wine,White Wines,247.0,Germany,Ahr,Ahr,29041312,40.0
,,,,,,,,,,,,,,,5835301,58353,Monte Faustino Ripasso Superiore,Monte Faustino di Fornaser Paolo,Red Wine,Red Wines,247.0,Italian,Venetien,Valpolicella Classico Superiore,29041610,6.0
14.5,regular in-store stock,['Tempranillo'],Glass bottle,0.0,Amka Vinimport AB,10.0,10.0,10.0,10.0,0.0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 10}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Lamm', 'Nöt', 'Vilt']",2021.0,750 ml,107901,1079,Arzuaga Selección Especial,Bodegas Arzuaga Navarro,Red Wine,"Red Wines, Spicy & Robust",247.0,Spain,Kastilien-León,Ribera del Duero,26294257,13440.0
,,,,,,,,,,,,,,,5191201,51912,Asolo Prosecco Superiore Dry Millesimato,Tenuta Amadio Azienda Agricola Rech Simone,Sparkling Wine,"Sparkling Wines, Dry",247.0,Italian,Venetien,Venetien,24597263,3.0
,,,,,,,,,,,,,,,9365401,93654,Max Ferd Richter Braunerberger Juffer-Sonnenuhr Riesling Spätlese,Weinhandlung Max Ferd richter,White Wine,"White Wines, Fresh & Fruity",247.0,Germany,Mosel,Mosel,27045922,1193.0
,,,,,,,,,,,,,,,5044401,50444,Jean Louis Schoepfer Gewurztraminer,Jean-Louis Schoepfer,White Wine,White Wines,247.0,France,Alsace,Alsace,24565454,10.0
,,,,,,,,,,,,,,,5055501,50555,John Malkovich LQLC Pinot Noir,Scea Les Quelles,Red Wine,Red Wines,247.0,France,Rhonedalen,IGP du Vaucluse,24568181,32.0
,,,,,,,,,,,,,,,5391801,53918,JH Meyer Cuvée NOS Pinot Noir,JH Meyer Wines Pty (Ltd),Red Wine,Red Wines,247.0,South Africa,Western Cape,Cape South Coast,24652497,12.0
,,,,,,,,,,,,,,,9350701,93507,Grifalco Damaschito Aglianico del Vulture,Az. Agricola Grifalco,Red Wine,Red Wines,248.0,Italian,Basilicata,Aglianico del Vulture,24554116,-4.0
,,,,,,,,,,,,,,,5533401,55334,Malvirà Langhe Nebbiolo,Azienda Agricola Malvirà dei F.lli Damonte,Red Wine,Red Wines,248.0,Italian,Piedmont,Langhe,24684214,6.0
13.5,temporary stock,['Chenin blanc'],Glass bottle,0.0,JPC Wines AB,5.0,1.0,10.0,0.0,1.0,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Fisk', 'Grönsaker', 'Skaldjur']",2020.0,750 ml,9207501,92075,Fromm Chenin Blanc,Fromm Winery,White Wine,"White Wines, Fresh & Fruity",248.0,New Zealand,Marlborough,Marlborough,27818557,223.0
13.0,temporary stock,['Montepulciano'],Glass bottle,0.0,Panache Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2020.0,750 ml,9364701,93647,Erba Salata Colle Florido,Colle Florido,Red Wine,Red Wines,248.0,Italian,Italian,Italian,27597746,566.0
,,,,,,,,,,,,,,,5683501,56835,La Bandina,Tenuta Sant'Antonio,Red Wine,Red Wines,248.0,Italian,Venetien,Valpolicella,25754781,16.0
,,,,,,,,,,,,,,,9477601,94776,Martelo Reserva Torre de Oña,Torre de Oña,Red Wine,"Red Wines, Spicy & Robust",248.0,Spain,Rioja,Rioja,24995535,1602.0
,,,,,,,,,,,,,,,9399001,93990,Rosso di Montalcino Pietroso,Pietroso,Red Wine,Red Wines,248.0,Italian,Tuscany,Rosso di Montalcino,28174490,1782.0
,,,,,,,,,,,,,,,9514601,95146,Chablis à l´Ouest Domaine de l'Enclos,Domaine de l'Enclos,White Wine,White Wines,248.0,France,Burgundy,Chablis,27621913,583.0
,,,,,,,,,,,,,,,5723901,57239,Il Mortellito Viaria Bianco,Il Mortellito Soc coop sociale,White Wine,White Wines,248.0,Italian,Sicilian,Terre Siciliane,27045246,10.0
,,,,,,,,,,,,,,,9526101,95261,Pacina,Pacina,Red Wine,Red Wines,248.0,Italian,Tuscany,Tuscany,28182965,1152.0
,,,,,,,,,,,,,,,9276701,92767,Reyneke Reserve White,Reyneke Winery,White Wine,White Wines,248.0,South Africa,Western Cape,Stellenbosch,25147381,181.0
,,,,,,,,,,,,,,,9424501,94245,"Basserman-Jordan Grauer Burgunder ""S"" Orange Trocken",Geheimer Rat Dr. von Bassermann-Jordan,White Wine,"White Wines, Full-bodied & Flavorful",248.0,Germany,Palatinate,Palatinate,28174481,2343.0
13.0,available on order,['Romorantin'],Glass bottle,0.0,Divine AB,0.0,0.0,0.0,0.0,0.0,[],[],2018.0,750 ml,7824601,78246,Domaine des Huards Romo,Domaine Des Huards,White Wine,White Wines,248.0,France,Loire Valley,Cour-Cheverny,24539804,19.0
,,,,,,,,,,,,,,,9413601,94136,Josep Coca Brut Nature,Castellroig Finca Sabaté ii Coca,Sparkling Wine,"Sparkling Wines, Dry",248.0,Spain,Katalonien,Penedès,24617208,4.0
,,,,,,,,,,,,,,,9359701,93597,Kamara Nimbus Ritinitis,Kamara Winery,White Wine,"White Wines, Full-bodied & Flavorful",248.0,Greece,Retsina,Retsina,24697251,1.0
,,,,,,,,,,,,,,,5728401,57284,Il Mortellito Tuttu,Il Mortellito Soc coop sociale,Red Wine,Red Wines,248.0,Italian,Sicilian,Terre Siciliane,27205993,11.0
,,,,,,,,,,,,,,,9398401,93984,Thorne & Daughters Rocking Horse Cape White Blend,Thorne & Daughters,White Wine,White Wines,248.0,South Africa,Western Cape,Western Cape,25722786,264.0
,,,,,,,,,,,,,,,9285501,92855,Penfolds Bin 311 Chardonnay,Penfolds,White Wine,White Wines,248.0,Australia,South Australia,Adelaide Hills,27334839,624.0
,,,,,,,,,,,,,,,7272201,72722,Laccento,Società Agricola Montalbera,Red Wine,Red Wines,248.0,Italian,Piedmont,Ruchè di Castagnole Monferrato,732746,297.0
,,,,,,,,,,,,,,,9488001,94880,Rosso di Montalcino Fattoria del Pino,Fattoria del Pino,Red Wine,"Red Wines, Spicy & Robust",249.0,Italian,Tuscany,Rosso di Montalcino,27308340,26.0
,,,,,,,,,,,,,,,5741901,57419,Conestabile della Staffa Il Rosso,Vini Conestabile della Staffa,Red Wine,Red Wines,249.0,Italian,Italian,Italian,27333399,28.0
14.5,temporary stock,[],Glass bottle,0.0,Lively Wines Sweden AB,8.0,4.0,9.0,8.0,0.0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Grönsaker', 'Lamm', 'Nöt']",2021.0,750 ml,9500801,95008,Alegre Valgañon Laderas de Obarenia Edición Especial,Bodegas Alegre Valgañon,Red Wine,"Red Wines, Fruity & Flavorful",249.0,Spain,Rioja,Rioja,37094228,2172.0
,,,,,,,,,,,,,,,5569501,55695,Pessimist by DAOU,Daou Vineyards,Red Wine,Red Wines,249.0,USA,California,Paso Robles,24691565,225.0
,,,,,,,,,,,,,,,9007001,90070,Il Provenciale San Fereolo,San Fereolo,Red Wine,Red Wines,249.0,Italian,Piedmont,Langhe,31680611,1194.0
,,,,,,,,,,,,,,,7789701,77897,SCEG Aglianico del Vulture Elena Fucci,Elena Fucci,Red Wine,Red Wines,249.0,Italian,Basilicata,Aglianico del Vulture,24513146,962.0
,,,,,,,,,,,,,,,5912101,59121,Panorámico Rioja,Vinos del Panorámico,Red Wine,Red Wines,249.0,Spain,Rioja,Rioja,31079379,264.0
,,,,,,,,,,,,,,,7000101,70001,Schloss Gobelsburg Cuvée Bertrand,Schloss Gobelsburg,Red Wine,Red Wines,249.0,"Austria, Austria",Lower Austria,Lower Austria,24418379,34.0
,,,,,,,,,,,,,,,9317401,93174,Deep Down Marlborough Pinot Noir,Deep Down Wines,Red Wine,"Red Wines, Fruity & Flavorful",249.0,New Zealand,Marlborough,Marlborough,24669842,-1.0
,,,,,,,,,,,,,,,9251501,92515,Love you bunches Carbonic Sangiovese,Stolpman Vineyards,Red Wine,"Red Wines, Soft & Berry-like",249.0,USA,California,Santa Barbara County,33880066,5933.0
,,,,,,,,,,,,,,,5728601,57286,r Rabiega,Domaine Rabiega,Red Wine,Red Wines,249.0,France,Provence,Côtes de Provence,27205997,61.0
,,,,,,,,,,,,,,,9292101,92921,Long Meadow Ranch Rutherford Sauvignon Blanc,Long Meadow Ranch,White Wine,"White Wines, Fresh & Fruity",249.0,USA,California,Rutherford,37096405,415.0
,,,,,,,,,,,,,,,5726301,57263,r Rabiega 1920,Domaine Rabiega,Red Wine,Red Wines,249.0,France,Provence,VdP du Var,27205677,50.0
,,,,,,,,,,,,,,,5727701,57277,Moulin-à-Vent Mommessin,Mommessin,Red Wine,Red Wines,249.0,France,Burgundy,Moulin-à-Vent,27205660,145.0
,,,,,,,,,,,,,,,9361701,93617,Penfolds Bin 51 Riesling,Penfolds,White Wine,White Wines,249.0,Australia,South Australia,Eden Valley,27334961,60.0
,,,,,,,,,,,,,,,9428601,94286,Moltès Steinstück Vin Orange,Domaine Moltès,White Wine,White Wines,249.0,France,Alsace,Alsace,36798064,251.0
,,,,,,,,,,,,,,,7278601,72786,Chamonix Troika,Cape Chamonix,Red Wine,Red Wines,249.0,South Africa,Western Cape,Franschhoek,24413167,57.0
,,,,,,,,,,,,,,,5404701,54047,Tinazzi Amarone della Valpolicella,Tinazzi Eugenio,Red Wine,Red Wines,249.0,Italian,Venetien,Amarone della Valpolicella,33880123,21.0
13.0,available on order,"['Dolcetto', 'Nebbiolo']",Glass bottle,0.0,Vinonista AB,0.0,0.0,0.0,0.0,0.0,[],[],2018.0,750 ml,7272001,72720,Galverno Langhe Rosso,Cagliero,Red Wine,Red Wines,249.0,Italian,Piedmont,Langhe,24412572,26.0
,,,,,,,,,,,,,,,5899801,58998,Borja Pérez Artifice Blanco,Borja Pérez Viticultor,White Wine,White Wines,249.0,Spain,Canary Islands,Ycoden-Daute-Isora,30898467,119.0
12.0,available on order,['Viognier'],Glass bottle,0.0,Handpicked Wines Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2022.0,750 ml,9348701,93487,Craven Viognier,Craven Wines,White Wine,White Wines,249.0,South Africa,Western Cape,Stellenbosch,24668467,88.0
14.0,available on order,['Cannonau'],Glass bottle,0.0,Vinonista AB,0.0,0.0,0.0,0.0,0.0,[],[],2019.0,750 ml,5922501,59225,Cannonau de Sardegna Sole Minoi Giuseppe Lecis,Giuseppe Lecis,Red Wine,Red Wines,249.0,Italian,Sardinien,Cannonau di Sardegna,31380621,97.0
13.5,available on order,"['Sauvignon blanc', 'Sémillon']",Glass bottle,0.0,Rewine AB,0.0,0.0,0.0,0.0,0.0,[],[],2016.0,750 ml,7977801,79778,Chateau Jean Faux Sainte Radegonde Blanc,Provin,White Wine,White Wines,249.0,France,Bordeaux,Bordeaux,24423874,60.0
,,,,,,,,,,,,,,,7372501,73725,Schloss Johannisberg Gelblack Feinherb,Schloss Johannisberg,White Wine,White Wines,249.0,Germany,Rheingau,Rheingau,1113897,90.0
,,,,,,,,,,,,,,,9433201,94332,Le Difese Tenuta San Guido,Tenuta San Guido,Red Wine,"Red Wines, Fruity & Flavorful",249.0,Italian,Tuscany,Tuscany,36781447,3016.0
,,,,,,,,,,,,,,,9430601,94306,Galil Alon Upper Galilee,Galil Mountain Winery,Red Wine,Red Wines,249.0,Israel,Galilee,Övre Galileen,36781395,497.0
