alcoholPercentage,assortmentText,grapes,packagingLevel1,sugarContentGramPer100ml,supplierName,tasteClockBody,tasteClockOakFlavor,tasteClockAcidity,tasteClockTannins,tasteClockSweetness,tasteClocks,tasteSymbols,vintage,volumeText,productNumber_Artnr,productNumberShort_Varunr,Name,Producer_Name,Product_Group_Details,Headline,Actual_Price,Country,Region,origin,productId_ArtId,Units_sold
,,,,,,,,,,,,,,,5713901,57139,Barbera d'Alba Superiore Naunda,Azienda Agricola Bric Cenciurio,Red Wine,Red Wines,239.0,Italian,Piedmont,Barbera d'Alba,38146280,2.0
,,,,,,,,,,,,,,,7288901,72889,Norton Privada,Bodega Norton,Red Wine,Red Wines,239.0,Argentina,Cuyo,Mendoza,700439,120.0
,,,,,,,,,,,,,,,9592101,95921,Bründlmayer Pinot Noir Weingut Bründlmayer,Weingut Bründlmayer,Red Wine,Red Wines,239.0,"Austria, Austria",Lower Austria,Lower Austria,13399112,-1.0
14.5,available on order,['Nebbiolo'],Glass bottle,0.0,Fine Brands Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2022.0,750 ml,5836601,58366,Ascheri Langhe Nebbiolo San Giacomo,Azienda Agricola ASCHERI,Red Wine,Red Wines,239.0,Italian,Piedmont,Langhe,36746788,6.0
,,,,,,,,,,,,,,,9408901,94089,Vitalba Romagna Albana Secco,Tre Monti srl soc. Agricola,White Wine,"White Wines, Full-bodied & Flavorful",239.0,Italian,Emilia-Romagna,Romagna Albana,24608813,154.0
,,,,,,,,,,,,,,,5005201,50052,Von Winning Ruppertsberger Reiterpfad,Von Winning,White Wine,White Wines,239.0,Germany,Palatinate,Palatinate,33177655,174.0
,,,,,,,,,,,,,,,9461501,94615,Weingut Karl May Goldberg Riesling,Weingut Karl May,White Wine,"White Wines, Fresh & Fruity",239.0,Germany,Rheinhessen,Rheinhessen,24683614,30.0
,,,,,,,,,,,,,,,5200101,52001,Les Sorts Vinyes Velles,Celler Masroig,Red Wine,"Red Wines, Fruity & Flavorful",239.0,Spain,Katalonien,Montsant,24599038,391.0
11.0,available on order,[],Glass bottle,0.0,Nordic Beverage Company AB,0.0,0.0,0.0,0.0,0.0,[],[],,750 ml,5694201,56942,Bottega White Gold,Bottega,Sparkling Wine,"Sparkling Wines, Dry",239.0,Italian,Italian,Italian,36285252,52.0
,,,,,,,,,,,,,,,9424201,94242,Moss Wood Amy's,Moss Wood,Red Wine,Red Wines,239.0,Australia,Australia,Australia,30898167,1186.0
,,,,,,,,,,,,,,,3324301,33243,Wine Mechanics Gimme Gimme Gimme Riesling,Wine Mechanics,White Wine,"White Wines, Fresh & Fruity",239.0,EU,EU,EU,15478780,1217.0
,,,,,,,,,,,,,,,9297801,92978,Wynns Black Label Cabernet Sauvignon,Wynns Coonawarra Estate,Red Wine,"Red Wines, Fruity & Flavorful",239.0,Australia,South Australia,Coonawarra,37328094,3249.0
,,,,,,,,,,,,,,,9578001,95780,Domaine Roger Champault Côte de Champtin Rouge,Domaine Roger Champault,Red Wine,Red Wines,239.0,France,Loire Valley,Sancerre,11215692,1.0
,,,,,,,,,,,,,,,5374501,53745,Weingut Julius Hasenlauf Riesling Trocken,Weingut Julius,White Wine,White Wines,239.0,Germany,Rheinhessen,Rheinhessen,24647548,24.0
,,,,,,,,,,,,,,,7354001,73540,Schloss Johannisberg Gelblack Riesling Trocken,Schloss Johannisberg,White Wine,White Wines,239.0,Germany,Rheingau,Rheingau,750652,228.0
,,,,,,,,,,,,,,,7456301,74563,Inici Priorat,Merum Priorati,Red Wine,Red Wines,239.0,Spain,Katalonien,Priorat,1072034,560.0
,,,,,,,,,,,,,,,5527701,55277,Baettig Los Parientes Chardonnay,Via Vinica SpA,White Wine,"White Wines, Full-bodied & Flavorful",239.0,Chile,Sur region,Traiguén,24682928,45.0
12.0,available on order,[],Glass bottle,0.0,Premiumpartners AB,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,7031501,70315,Chablis Noémie Vernaux,Noemie Vernaux,White Wine,White Wines,239.0,France,Burgundy,Chablis,1054276,16.0
,,,,,,,,,,,,,,,9128801,91288,Tesch St Remigiusberg Riesling,Weingut Tesch,White Wine,"White Wines, Fresh & Fruity",239.0,Germany,Near,Near,37058739,322.0
12.5,temporary stock,['Rufete'],Glass bottle,0.0,Quaffable Wines Sweden AB,5.0,4.0,10.0,5.0,0.0,"[{'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockRoughness', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]","['Fläsk', 'Fågel', 'Grönsaker']",2021.0,750 ml,9355501,93555,Ciclón Paraje Pizarro,Viñas Serranas,Red Wine,"Red Wines, Fruity & Flavorful",239.0,Spain,Kastilien-León,Kastilien-León,37058816,77.0
,,,,,,,,,,,,,,,5384801,53848,Rottiers Moulin à Vent Mortperay,Domaine Richard Rottiers,Red Wine,Red Wines,239.0,France,Burgundy,Moulin-à-Vent,24651324,135.0
,,,,,,,,,,,,,,,7609901,76099,Il Roncal Schioppettino,Azienda Agricola IL Roncal,Red Wine,Red Wines,239.0,Italian,Friuli-Venezia-Giulia,Colli Orientali del Friuli,3993263,24.0
,,,,,,,,,,,,,,,9247601,92476,Martinet Bru Mas Martinet,Mas Martinet,Red Wine,"Red Wines, Structured & Complex",239.0,Spain,Katalonien,Priorat,24646272,-1.0
12.5,available on order,[],Glass bottle,0.0,The WineAgency Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,5006001,50060,Gilbert Pinot Noir,The Gilbert Family Wine Co,Red Wine,Red Wines,239.0,Australia,New South Wales,Orange,32869267,22.0
,,,,,,,,,,,,,,,5476701,54767,Prellenkirchen Carnuntum,Weingut Franz Netzl,Red Wine,Red Wines,239.0,"Austria, Austria",Lower Austria,Carnuntum,34581837,17.0
,,,,,,,,,,,,,,,5146701,51467,Schubert Sauvignon Blanc,Schubert Wines,White Wine,White Wines,239.0,New Zealand,Wairarapa,Wairarapa,24589459,12.0
,,,,,,,,,,,,,,,7353501,73535,Langhe Nebbiolo Enzo Boglietti,Azienda Agricola Enzo Boglietti,Red Wine,Red Wines,239.0,Italian,Piedmont,Langhe,24441306,83.0
,,,,,,,,,,,,,,,5250801,52508,Les Peyrouses Côtes-du-Rhône,Alain Voge,Red Wine,Red Wines,239.0,France,Rhonedalen,Côtes du Rhône,24610841,48.0
,,,,,,,,,,,,,,,5716501,57165,Occhione Vermentino Campo di Sasso,Campo di Sasso,White Wine,White Wines,239.0,Italian,Tuscany,Tuscany,36691211,6.0
,,,,,,,,,,,,,,,7098701,70987,Ribas Negre,Bodegas Ribas,Red Wine,Red Wines,239.0,Spain,Balearic Islands,Mallorca,1156685,527.0
,,,,,,,,,,,,,,,9455201,94552,Supersónico Frontonio Garnacha,Bodegas Frontonio,Red Wine,"Red Wines, Fruity & Flavorful",239.0,Spain,Aragonien,Valdejalón,24675501,36.0
,,,,,,,,,,,,,,,7757101,77571,Gruss Cremant d'Alsace Rosé Brut,Joseph Gruss et Fils,Sparkling Wine,"Sparkling Wines, Rosé",239.0,France,Alsace,Crémant d'Alsace,10695538,13.0
13.0,available on order,[],Glass bottle,0.0,Nigab,0.0,0.0,0.0,0.0,0.0,[],[],2020.0,750 ml,5008901,50089,Albert Bichot Bourgogne Pinot Noir Origines Bio,Maison Albert Bichot,Red Wine,Red Wines,239.0,France,Burgundy,Burgundy,32869276,69.0
,,,,,,,,,,,,,,,9509901,95099,Château de la Negly La Falaise,Château de la Negly,Red Wine,"Red Wines, Spicy & Robust",239.0,France,Languedoc-Roussillon,La Clape,24442982,-1.0
,,,,,,,,,,,,,,,7141301,71413,Würzburger Silvaner Trocken,WG Bürgerspital,White Wine,White Wines,239.0,Germany,Franks,Franks,1001549,51.0
,,,,,,,,,,,,,,,9245701,92457,Vouvray Clos de Rougemont Domaine Vigneau-Chevreau,Domaine Vigneau-Chevreau,White Wine,White Wines,239.0,France,Loire Valley,Vouvray,29336519,478.0
,,,,,,,,,,,,,,,9218901,92189,Niepoort Bioma Tinto,Niepoort Vinhos,Red Wine,Red Wines,239.0,Portugal,Douro,Douro,32448811,587.0
,,,,,,,,,,,,,,,9399401,93994,Bruant Brut Nature,Alta Alella,Sparkling Wine,"Sparkling Wines, Dry",239.0,Spain,Cava,Cava,27597766,288.0
14.0,regular in-store stock,['Cabernet sauvignon'],Glass bottle,0.0,VCT Sweden AB,10.0,8.0,9.0,9.0,0.0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt', 'Vilt']",2020.0,750 ml,652601,6526,Bonterra Estate Collection Cabernet Sauvignon,Bonterra Vineyards,Red Wine,"Red Wines, Fruity & Flavorful",239.0,USA,California,Mendocino County,27612259,16006.0
15.5,available on order,"['Corvina veronese', 'Rondinella', 'Corvinone']",Glass bottle,0.0,Carovin AB,0.0,0.0,0.0,0.0,0.0,[],[],2019.0,750 ml,2305001,23050,Domìni Veneti Amarone Classico,Cantina Valpolicella Negrar,Red Wine,Red Wines,239.0,Italian,Venetien,Amarone della Valpolicella Classico,49753,225.0
14.0,available on order,['Nebbiolo'],Glass bottle,0.0,Malchamax AB,0.0,0.0,0.0,0.0,0.0,[],[],2017.0,750 ml,7628701,76287,Antico Monastero Langhe Nebbiolo Amphora,Bosio Family Estates srl,Red Wine,Red Wines,239.0,Italian,Piedmont,Langhe,24447505,13.0
,,,,,,,,,,,,,,,5008401,50084,Lisboa Castelão,Hugo Mendes,Red Wine,Red Wines,239.0,Portugal,Lisbon,Lisbon,24556159,39.0
,,,,,,,,,,,,,,,5120601,51206,deAlto Amo La Planta Magica Vinas Viejas Rioja,Bodegas Manzanos,Red Wine,Red Wines,239.0,Spain,Rioja,Rioja,24581588,16.0
,,,,,,,,,,,,,,,9701601,97016,Llopart Rosé Brut Reserva Corpinnat,Llopart Cava,Sparkling Wine,"Sparkling Wines, Rosé",239.0,Spain,Spain,Spain,20321293,275.0
,,,,,,,,,,,,,,,9016901,90169,Riecine Chianti Classico,Riecine,Red Wine,"Red Wines, Spicy & Robust",239.0,Italian,Tuscany,Chianti Classico,31781513,2802.0
12.5,available on order,['Criolla grande'],Glass bottle,0.0,Vinunic AB,5.0,1.0,11.0,0.0,1.0,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 11}]","['Fläsk', 'Fågel', 'Grönsaker']",2021.0,750 ml,9340501,93405,Alpamanta Breva Pet Nat Criolla,Alpamanta Estate Wines,Sparkling Wine,"Sparkling Wines, Rosé",239.0,Argentina,Cuyo,Mendoza,24690264,38.0
12.0,available on order,['Petit verdot'],Glass bottle,0.0,Vinunic AB,0.0,0.0,0.0,0.0,0.0,[],[],2022.0,750 ml,9347701,93477,Alpamanta Breva Pet Nat Petit Verdot,Alpamanta Estate Wines,Sparkling Wine,Sparkling Wines,239.0,Argentina,Cuyo,Mendoza,24690265,11.0
,,,,,,,,,,,,,,,9427601,94276,Real Time Chardonnay,First Drop Wines,White Wine,White Wines,239.0,Australia,South Australia,Adelaide,36745986,56.0
,,,,,,,,,,,,,,,7828701,78287,Bott Frères Blanc de Noirs,Bott Frères,Sparkling Wine,"Sparkling Wines, Dry",239.0,France,Alsace,Crémant d'Alsace,1155238,18.0
14.0,available on order,[],Glass bottle,0.0,The WineAgency Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,7970901,79709,Borgogno Langhe Nebbiolo,Giacomo Borgogno & Figli,Red Wine,Red Wines,239.0,Italian,Piedmont,Langhe,1155466,273.0
,,,,,,,,,,,,,,,9589501,95895,Martinet Bru Mas Martinet,Mas Martinet,Red Wine,"Red Wines, Structured & Complex",239.0,Spain,Katalonien,Priorat,24447343,-1.0
,,,,,,,,,,,,,,,9475101,94751,Território Vivo Baga Filipa Pato,Filipa Pato,Red Wine,"Red Wines, Spicy & Robust",239.0,Portugal,Bairrada,Bairrada,24995371,2.0
,,,,,,,,,,,,,,,5153001,51530,Louis Jadot Bouzeron,Louis Jadot,White Wine,White Wines,239.0,France,Burgundy,Bouzeron,38581266,137.0
,,,,,,,,,,,,,,,5684801,56848,Grand Cuvée 1531 Rosé,Sieur d'Arques,Sparkling Wine,"Sparkling Wines, Rosé",239.0,France,Languedoc-Roussillon,Crémant de Limoux,25754827,12.0
,,,,,,,,,,,,,,,5852501,58525,Trus Crianza,Palacios Vinos de Finca Trus,Red Wine,Red Wines,239.0,Spain,Kastilien-León,Ribera del Duero,29539726,177.0
,,,,,,,,,,,,,,,5427701,54277,Seghesio Chardonnay,Seghesio Family Vineyards,White Wine,White Wines,239.0,USA,California,California,24658292,210.0
,,,,,,,,,,,,,,,9434301,94343,Estrecho Monastrell,"Bodegas E. Mendoza, SLU",Red Wine,"Red Wines, Spicy & Robust",239.0,Spain,Valencia,Alicante,24649187,5.0
,,,,,,,,,,,,,,,9277901,92779,Anza,Dominio de Anza,Red Wine,Red Wines,239.0,Spain,Rioja,Rioja,24646574,-1.0
,,,,,,,,,,,,,,,5261201,52612,S.C. Pannell Dead End Tempranillo,S.C. Pannell,Red Wine,Red Wines,239.0,Australia,South Australia,McLaren Vale,24614807,3.0
,,,,,,,,,,,,,,,9386701,93867,Luigi Spertino Grignolino d'Asti,Luigi Spertino,Red Wine,Red Wines,239.0,Italian,Piedmont,Grignolino d'Asti,27396222,176.0
,,,,,,,,,,,,,,,9465001,94650,Vulkangestein Riesling Trocken Schäfer-Fröhlich,Schäfer-Fröhlich,White Wine,"White Wines, Fresh & Fruity",239.0,Germany,Near,Near,24690947,1291.0
14.5,temporary stock,"['Tempranillo', 'Garnacha']",Glass bottle,0.0,Johan Lidby Vinhandel AB,9.0,4.0,9.0,8.0,0.0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt']",2020.0,750 ml,9256001,92560,Costumbres Tinto Vinos en Voz Baja,Vinos en Voz Baja,Red Wine,"Red Wines, Fruity & Flavorful",239.0,Spain,Rioja,Rioja,34724519,291.0
13.5,available on order,[],Glass bottle,0.0,Divine AB,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,7276201,72762,Block Nine Caiden's Vineyard Pinot Noir,Block Nine,Red Wine,Red Wines,239.0,USA,California,California,995939,600.0
,,,,,,,,,,,,,,,7375901,73759,Bouchard Finlayson Sans Barrique Chardonnay,Bouchard Finlayson,White Wine,White Wines,239.0,South Africa,Western Cape,Hemel-en-Aarde Valley,24490524,6.0
,,,,,,,,,,,,,,,7341901,73419,Holden Manz Chenin Blanc,Holden Manz,White Wine,White Wines,239.0,South Africa,Western Cape,Franschhoek,20321353,40.0
,,,,,,,,,,,,,,,9331101,93311,Bourgogne Aligote,Marchand-Tawse,White Wine,White Wines,239.0,France,Burgundy,Burgundy,34828921,265.0
,,,,,,,,,,,,,,,9351701,93517,Kamara Stalisma White,Kamara Winery,White Wine,"White Wines, Full-bodied & Flavorful",239.0,Greece,Macedonia,Thessaloniki,24554243,0.0
,,,,,,,,,,,,,,,653301,6533,Louis M. Martini Sonoma Cabernet Sauvignon,Louis M Martini Winery,Red Wine,Red Wines,239.0,USA,California,Sonoma County,676767,1412.0
,,,,,,,,,,,,,,,7931601,79316,Gruss Casse-Noisett Pinot Gris,Joseph Gruss et Fils,White Wine,White Wines,239.0,France,Alsace,Alsace,10695537,18.0
,,,,,,,,,,,,,,,5101901,51019,Weingut Bernhart Gewürztraminer Kalkmergel Trocken,Weingut Bernhart,White Wine,White Wines,239.0,Germany,Palatinate,Palatinate,35707303,5.0
,,,,,,,,,,,,,,,9057401,90574,Moltès Crémant d’Alsace Brut Millésimé,Domaine Moltès,Sparkling Wine,"Sparkling Wines, Dry",239.0,France,Alsace,Crémant d'Alsace,32106175,1195.0
,,,,,,,,,,,,,,,9035301,90353,Movia Rebula,Movia,White Wine,"White Wines, Full-bodied & Flavorful",239.0,Slovenien,Slovenien,Slovenien,32064232,501.0
11.5,available on order,['Riesling'],Glass bottle,0.0,Liège Wine Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,5155001,51550,Blesius Graacher Domprobst Trocken,Weingut Blesius,White Wine,White Wines,240.0,Germany,Mosel,Mosel,29800660,17.0
,,,,,,,,,,,,,,,7290901,72909,Quinta dos Avidagos Premium,"Quinta dos Avidagos, SA.",Red Wine,Red Wines,240.0,Portugal,Douro,Douro,24427124,13.0
,,,,,,,,,,,,,,,5403501,54035,Paradigma,MNB KRUNA DOO,White Wine,White Wines,240.0,North Macedonia,North Macedonia,North Macedonia,24654544,10.0
,,,,,,,,,,,,,,,7832701,78327,Mas Bécha Barrique Rouge,Domaine du Mas Becha,Red Wine,Red Wines,240.0,France,Languedoc-Roussillon,Côtes du Roussillon,7983286,138.0
,,,,,,,,,,,,,,,5227801,52278,Tenuta San Jacopo Orma Del Diavolo,Tenuta San Jacopo,Red Wine,Red Wines,240.0,Italian,Tuscany,Tuscany,24606410,8.0
8.0,available on order,['Riesling'],Glass bottle,0.0,Liège Wine Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,5153701,51537,Blesius Graacher Domprobst Spätlese,Weingut Blesius,White Wine,White Wines,240.0,Germany,Mosel,Mosel,29800657,20.0
15.5,available on order,[],Glass bottle,10.5,Samplex AB,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,5886401,58864,Domaine Piquemal Les Larmes d’Hélios,Domaine Piquemal,White Wine,White Wines,240.0,France,Languedoc-Roussillon,Muscat de Rivesaltes,30641481,10.0
,,,,,,,,,,,,,,,5381601,53816,Cuvée Zero Extra Brut,Cascina Chicco,Sparkling Wine,"Sparkling Wines, Dry",240.0,Italian,Italian,Italian,24650434,32.0
,,,,,,,,,,,,,,,9117601,91176,Ca’ di Pian La Spinetta,La Spinetta,Red Wine,"Red Wines, Spicy & Robust",240.0,Italian,Piedmont,Barbera d'Asti,24395436,19608.0
,,,,,,,,,,,,,,,7697801,76978,Clos Malverne Reserve Auret,Clos Malverne,Red Wine,Red Wines,240.0,South Africa,Western Cape,Stellenbosch,24518670,35.0
,,,,,,,,,,,,,,,5912301,59123,Matin Fou Sylvaner,Lindenlaub,White Wine,White Wines,240.0,France,Alsace,Alsace,31079519,30.0
,,,,,,,,,,,,,,,7479001,74790,Nada Fiorenzo Dolcetto d'Alba,Nada Fiorenzo,Red Wine,Red Wines,240.0,Italian,Piedmont,Barbera d'Alba,24395524,5.0
13.5,available on order,"['Touriga naçional', 'Aragonez', 'Cabernet sauvignon']",Glass bottle,0.0,Sophronie Wines AB,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,5699201,56992,Conde Vimioso Reserva Tinto,Falua Sociedade de Vinhos,Red Wine,Red Wines,240.0,Portugal,Tagus,Tagus,26130002,50.0
,,,,,,,,,,,,,,,7348401,73484,Staffelter Hof Riesling Sekt Brut,Bio-Weingut Staffelter Hof,Sparkling Wine,"Sparkling Wines, Dry",240.0,Germany,Germany,Germany,40828988,32.0
,,,,,,,,,,,,,,,7392101,73921,Pure Cabernet Sauvignon,Wenny et Gabriel Tari,Red Wine,Red Wines,240.0,France,Languedoc-Roussillon,VdP d'Oc,835050,132.0
10.5,available on order,[],Glass bottle,0.0,En halvpall AB,0.0,0.0,0.0,0.0,0.0,[],[],,750 ml,5045701,50457,Costadila Moz,Costadilà/Ederlezi,Sparkling Wine,"Sparkling Wines, Dry",240.0,Italian,Italian,Italian,38035588,36.0
14.0,available on order,['Garnacha'],Glass bottle,0.0,OM.DuoVin AB,0.0,0.0,0.0,0.0,0.0,[],[],2019.0,750 ml,5126301,51263,Clos Pachem Priorat Garnatxa Negra,Clos Pachem Priorat DOQ Winery Gratallops,Red Wine,Red Wines,240.0,Spain,Katalonien,Priorat,35309152,32.0
,,,,,,,,,,,,,,,5472501,54725,La Chaussée Rouge La Grange aux Belles,La Grange aux Belles,Red Wine,Red Wines,240.0,France,France,France,24667647,-1.0
,,,,,,,,,,,,,,,5175501,51755,Pino Magma Réserve,Sasbacher Winzerkeller eG,White Wine,White Wines,240.0,Germany,Germany,Germany,34733115,28.0
,,,,,,,,,,,,,,,7020301,70203,Tedeschi Capitel San Rocco Valpolicella Ripasso Superiore,Societa Agricola Tedeschi Srl.,Red Wine,Red Wines,240.0,Italian,Venetien,Valpolicella Ripasso,40316761,18.0
,,,,,,,,,,,,,,,5970601,59706,Márcio Lopes Pequenos Rebentos O Caminho,Marcio Lopes,White Wine,White Wines,241.0,Portugal,Portugal,Portugal,32106522,20.0
,,,,,,,,,,,,,,,7324801,73248,Viña Ane Autor,Bodega del Monge-Garbati,Red Wine,Red Wines,241.0,Spain,Rioja,Rioja,963564,24.0
,,,,,,,,,,,,,,,7377101,73771,Weingut Julius Spätburgunder Trocken,Weingut Julius,White Wine,Red Wines,242.0,Germany,Rheinhessen,Rheinhessen,15386996,12.0
,,,,,,,,,,,,,,,7797001,77970,Parató Cava Reserva Brut Nature,Parató Vinícola,Sparkling Wine,"Sparkling Wines, Dry",242.0,Spain,Cava,Cava,24436781,8.0
,,,,,,,,,,,,,,,9362701,93627,Castello di Verduno Basadone,Castello di Verduno,Red Wine,Red Wines,242.0,Italian,Piedmont,Verduno,29554585,594.0
,,,,,,,,,,,,,,,5683001,56830,La Roche Buissière Petit Jo,La Roche Buissière,Red Wine,Red Wines,243.0,France,France,France,25754840,3.0
,,,,,,,,,,,,,,,5755601,57556,Pepin Orange,PEPIN,White Wine,White Wines,243.0,France,France,France,27396411,30.0
13.5,available on order,['Chardonnay'],Glass bottle,0.0,Bamford Wines AB,0.0,0.0,0.0,0.0,0.0,[],[],2021.0,750 ml,5313701,53137,Chardonnay Jackfall,Jackfall,White Wine,White Wines,243.0,Hungary,Pannon,Villány,35552758,19.0
,,,,,,,,,,,,,,,5892901,58929,La Petite Odyssee Rouge Furie,La Petite Odyssee,Red Wine,Red Wines,243.0,France,France,France,30698000,18.0
,,,,,,,,,,,,,,,5346601,53466,Modis Podere Grassellino,Famiglia Santoni,Red Wine,Red Wines,243.0,Italian,Tuscany,Tuscany,24639941,7.0
,,,,,,,,,,,,,,,5651901,56519,Sivi Pinot,Vinakoper,White Wine,White Wines,243.0,Slovenien,Slovenien,Slovenien,36511788,3.0
,,,,,,,,,,,,,,,5782301,57823,Réva Nebbiolo d'Alba,Réva,Red Wine,Red Wines,243.0,Italian,Piedmont,Nebbiolo d'Alba,27913466,6.0
,,,,,,,,,,,,,,,5089301,50893,Schumann Petnat,Weinhaus Bettina Schumann,Sparkling Wine,"Sparkling Wines, Rosé",243.0,Germany,Germany,Germany,38632324,9.0
,,,,,,,,,,,,,,,3952501,39525,Österlenvins Vida,Österlenvin,White Wine,"White Wines, Fresh & Fruity",244.0,Sweden,Skåne county,Ystads kommun,34581730,349.0
,,,,,,,,,,,,,,,5416101,54161,Lammidia Bianchetto,Lammidia,White Wine,White Wines,244.0,Italian,Italian,Italian,29985836,3.0
,,,,,,,,,,,,,,,5420001,54200,Lammidia Rosh,Lammidia,Red Wine,Red Wines,244.0,Italian,Italian,Italian,29985846,69.0
,,,,,,,,,,,,,,,3969201,39692,Hugo Rondo Flädie Vingård,Flädie Vingård och Vinproduktion,Red Wine,"Red Wines, Soft & Berry-like",244.0,Sweden,Skåne county,Lomma kommun,36267396,187.0
,,,,,,,,,,,,,,,7092601,70926,Pierres Sauvages Pinot d'Alsace,Vignoble du Rêveur,White Wine,White Wines,244.0,France,Alsace,Alsace,20492440,24.0
,,,,,,,,,,,,,,,5472401,54724,Zambartas Maratheftiko,Winestories,Red Wine,Red Wines,244.0,Cyprus,Cyprus,Cyprus,38180863,1.0
,,,,,,,,,,,,,,,5144201,51442,Torre d'Orti Ripasso Superiore,Torre d'Orti,Red Wine,Red Wines,244.0,Italian,Venetien,Valpolicella Ripasso Classico Superiore,24588790,21.0
,,,,,,,,,,,,,,,9459801,94598,Sandhi Central Coast Chardonnay,Sandhi Wines,White Wine,"White Wines, Full-bodied & Flavorful",244.0,USA,California,Central Coast,24682920,627.0
,,,,,,,,,,,,,,,5789401,57894,Philippe Pibarot Cante Renard Rouge,Philippe Pibarot,Red Wine,Red Wines,244.0,France,France,France,28073527,63.0
,,,,,,,,,,,,,,,7432601,74326,Le Bertarole Ripasso Classico Superiore,Le Bertarole,Red Wine,Red Wines,244.0,Italian,Venetien,Valpolicella Ripasso,8192433,27.0
,,,,,,,,,,,,,,,3967401,39674,Österlens vingårdspark Tygeå Sandhammarens Horisont,Österlens vingårdspark Tygeå,White Wine,"White Wines, Full-bodied & Flavorful",244.0,Sweden,Skåne county,Ystads kommun,35306725,169.0
,,,,,,,,,,,,,,,5390201,53902,La Socarrada Descregut,Can Descregut,White Wine,White Wines,244.0,Spain,Katalonien,Penedès,38916076,1.0
,,,,,,,,,,,,,,,7360701,73607,Visintini Sauvignon,"Azienda Agricola Visintini Andrea di Visintini Oliviero, Cinzia e Palmira s.s",White Wine,White Wines,244.0,Italian,Friuli-Venezia-Giulia,Colli Orientali del Friuli,24388787,4.0
,,,,,,,,,,,,,,,7007101,70071,Visintini Pinot Grigio,"Azienda Agricola Visintini Andrea di Visintini Oliviero, Cinzia e Palmira s.s",White Wine,White Wines,244.0,Italian,Friuli-Venezia-Giulia,Friuli-Venezia-Giulia,24387881,52.0
,,,,,,,,,,,,,,,7832601,78326,Peyrassol Cuvée des Commandeurs Rouge,Maison Austruy,Red Wine,Red Wines,245.0,France,Provence,Côtes de Provence,24498191,29.0
14.0,temporary stock,['Tempranillo'],Glass bottle,0.0,Viña Española AB,10.0,10.0,9.0,9.0,0.0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]","['Lamm', 'Nöt', 'Vilt']",2018.0,750 ml,9203101,92031,Allende Finca Allende,Finca Allende,Red Wine,"Red Wines, Fruity & Flavorful",245.0,Spain,Rioja,Rioja,22175866,6449.0
,,,,,,,,,,,,,,,7130301,71303,Ponte das Canas,Herdade do Mouchão,Red Wine,Red Wines,245.0,Portugal,Alentejo,Alentejo,9137495,67.0
,,,,,,,,,,,,,,,8641801,86418,Nizza Gavelli,Garesio,Red Wine,Red Wines,245.0,Italian,Piedmont,Barbera d'Asti Nizza,24546543,96.0
13.5,available on order,['Chenin blanc'],Glass bottle,0.0,Uncorked Wines Sweden AB,0.0,0.0,0.0,0.0,0.0,[],[],,750 ml,7247201,72472,Anjou Les Quarterons Blanc,SAS Amirault Selection,White Wine,White Wines,245.0,France,Loire Valley,Anjou,40087237,1.0
,,,,,,,,,,,,,,,9433701,94337,Casa Emma Harenae,Casa Emma,Red Wine,Red Wines,245.0,Italian,Tuscany,Tuscany,24649180,321.0
15.0,available on order,['Garnacha'],Glass bottle,0.0,Veritabel Vin AB,0.0,0.0,0.0,0.0,0.0,[],[],2022.0,750 ml,5208301,52083,El Marciano,Bodegas y Viñedos MAESTRO TEJERO,Red Wine,Red Wines,245.0,Spain,Kastilien-León,Kastilien-León,38496672,37.0
12.5,available on order,"['Pinot noir', 'Chardonnay', 'Pinot meunier']",Glass bottle,0.0,Gardshol Wines AB,0.0,0.0,0.0,0.0,0.0,[],[],,750 ml,7704301,77043,Charles Fox Reserve Brut MCC,Charles Fox Wine Estate,Sparkling Wine,"Sparkling Wines, Dry",245.0,South Africa,Western Cape,Elgin,24450380,101.0
,,,,,,,,,,,,,,,9501701,95017,Crozes-Hermitage Yann Chave,Yann Chave,Red Wine,"Red Wines, Spicy & Robust",245.0,France,Rhonedalen,Crozes-Hermitage,24471824,6226.0
